"8769","7023","1850","1","i was really looking forward to using these gloves at work. They are unravelling at the base after using them less than a month.  I probably won't buy this brand for tactical/law enforcement use in the future.","2011-11-28 06:34:15","-2"
"6999","1783","8579","5","so ergonomically correct are these.  The only problem is that they are not really the same","2021-10-10 12:15:48","2"
"2790","1436","167","5","I hope these pumps last!  I love the look and feel of these pump, I have them in my bathroom and the dishwasher, they are very easy to clean","2020-10-01 09:07:36","-2"
"4056","1533","9785","5","Work like a charm. Very bright and light weight. The rubber stretches enough to fit the under seat tubing. It has 3 modes which are easy to change through. They have a backing which has a good tilt to them which allows the light to be visible properly.","2009-03-27 04:09:02","0"
"8620","7454","7335","5","Loves the color and fit. She is a very playful puppy and will turn up the volume when we leave the house. I am very pleased with the purchase. This is a great product. It is great for keeping the carpet fresh.","2018-10-31 22:48:09","4"
"5930","7455","8672","5","Wireless mouse and keyboard I use with my cell phone. I also love that it's been one of the first affordable mouse covers I've used. The basic design of the mouse is pretty straight forward, and it's really good for a tablet. If you're looking for a cheaper","2000-11-19 15:37:24","3"
"734","5205","8530","4","Did a search for wireless speakers on the internet and found this one.

The sound is very good and the speakers are very bright.  The sound is crystal clear.  The ear cups are well padded and the ear pieces are very thick.  I use it to listen to","2006-01-21 17:22:12","5"
"7241","4788","135","5","A godsend as these should last much longer, and are a bit brighter as well.","2006-01-13 06:40:52","-1"
"7534","8764","4239","5","My boy cannot get enough of this. I`ve gone thru both of them already. () This toy is actually very durable, he just play with it that  \_()_/  much. I live in a two story house and my kitty will drag it all the way upstairs to play. He runs and jumps until he's panting. Great exercise for my cat, and fun for me, too! I received this as a gift to share my experiences while using this product.","2012-11-30 01:39:37","-2"
"8276","5099","117","4","I LOVE these. The only reason it isn't five stars is because it is a little smaller than I anticipated.

Unlike some other reusable bags I have, you don't have to fold this a certain way to get it back together. You just wad it up to stuff it back into the flower pocket and pull it tight and it looks as good as when it arrived!

It comes with a small clip if you want to clip it to a backpack, purse, or you can just put them all on one hood by their string to keep them all together when not in use.

They are small and don't take up a lot of room. I always have one in my purse when I go to a festival just in case I decide to make some purchases. I like the different colors, and when you open it, it's just that plain color, but has one stem on it, keeping the rose theme.

It's a great price, so I love throwing one in with a gift etc. Everyone really seems to like them and think they are clever and useful.

As for size, like I said it is much smaller than anticipated. This is definitely not a good bag to take grocery shopping when you plan on trying to stuff as many things as possible into the bag. When I gave one to a friend, she said it was the perfect size for milk. I think getting a whole gallon in here might not be optimal, but it can definitely carry a half gallon easily... It does feel strong, so you can fit small heavier things in here, it just isn't a LARGE bag.","2014-09-28 19:38:24","-3"
"84","2442","1102","5","I took a old heavy duty knife and the knife itself was a nice piece of equipment.","2021-01-21 11:17:33","2"
"9489","8012","84","4","Great kit for the money - similar priced items on Amazon and in stores are junk and prone to stripped threads and broken plastic. This is a solidly crafted set of pistol cleaning tools, with all-metal rod and slotted tips, and an actual metal bushing in the plastic handle. Avoid the others in this price range (including the Hoppes branded ones); the all-plastic handles will crack and the plastic slotted tips will break.

THIS KIT DOES INCLUDE 22, 32, AND 44 CALIBER.

For some reason, the item description on Amazon and the packaging of the item don't mention this, but instead states ""5 calibers"" lists 38, 357, and 9mm as separate calibers... it has two bronze brushes, a cotton swab, and a slotted tip for 22cal. It does NOT have a bronze brush for a 32, but does have a designated cotton swab and slotted tip. It has a dual-purpose 44/45 bronze brush, 44/45 cotton swab, and slotted tip.

CALIBERS:
-22 family (223/5.56, 22 Short, 22lr, 22 Jet, 22wmr, etc)
-32 family (32acp, 32sw short/long, .327mag, etc)
-9mm family (38spl, 357mag, .380acp, 38 super, 9mm para/luger, 357sig, etc)
-40 family (40sw, 10mm Auto, etc)
-44/45 families (44spl, 44mag, 45acp, 45lc, 45-70, 45gap, etc)

PROS:
- Almost all metal parts (rod, brushes, tips)
- Plastic handle is made to last, has metal bushing (these typically break first)
- Small durable case, easy to stow in range bag, sturdy clasps

CONS:
- Lacks 32cal bronze brush, but has two 22cal bronze brushes?
- Rod is short, and may not be suitable for 8""+ barrels
- Difficult to remove some parts from case (handle)

4/5 stars because it really ought to have a 22 and a 32 bronze brush, rather than two 22 bronze brushes.

First timers, remember to buy lubricant and a barrel solvent/cleaner, and be sure it won't harm your polymer framed handgun! Hoppes is good but there are many other brands that work well. An old dress shirt can be cut up to make a lifetime supply of cleaning patches - don't waste money on fancy ones.","2007-03-02 22:40:11","-1"
"4405","8953","6180","1","At first I thought I was getting a great deal, buying this dual switch for half the price of a Leviton one. But when I received it and checked out the rocker movement, I quickly concluded I got ripped off. The movement of the two switches is so flimsy and floppy, I can't image this thing will last anywhere close to my dead Leviton, which we had for nearly ten years before one of the rockers got jammed. While the rockers on this Baomain switch have some play in the ON direction and eventually require some effort to turn the switches on, in the OFF direction it takes very little effort to turn it off. When ON, only a slight tap causes the switch to turn OFF. I didn't bother wasting my time installing it, and instead went to my local hardware store and got a Leviton switch. Bummer, because I was very excited to save half off of my future switch purchases. Oh well; buyer be warned.","2022-05-04 22:09:25","3"
"1614","1775","8667","5","GIFT FOR HUSBAND, HAS SHARPENED EVERY KNIFE IN THE HOUSE. WORKS WELL, NO PROBLEMS","2003-09-23 04:50:32","3"
"8005","5985","5032","1","Wheelchairs for dogs are a complex, complicated aid to use. An excellent instruction book to properly assemble the cart is required. In absence of an excellent instruction book, available customer service is necessary. When parts ""disappear"" from the assembled cart or break - customer service is necessary for parts replacement. There was no support in place for this complex product and we, sadly, were unable to attain much needed success for our old dog. Amazon made the return and refund very easy and for that, we're very grateful.","2016-07-01 12:38:18","3"
"5967","1039","9232","5","With 1 large dog and 3 little ones, I have to keep up with the back yard. This is the best item I have found. Easy to use, handles the 'larger' situations very well. I wouldn't order a smaller one, this is the most logical purchase.","2008-12-08 21:49:46","-1"
"9733","589","4112","2","The flowers are very pretty and have a nice finish. I will keep them for the next couple of months.I had a similar model before and it was a bit more expensive. This is a nice product and I highly recommend it.I use this as a ""pumpkin grinder"" for my family's frozen pizza. I love the fact that it is a non stick surface. I just put it on top of the stove and it works great! It's very easy to clean and holds a lot of food. The base is made of solid","2013-09-06 10:40:49","-1"
"1057","7623","2885","4","THIS IS A NICE LIGHT, THE PRICE WAS RIGHT AND MOUNTING IT WAS NO PROBLEM, WOULD BUY AGAIN. EASY TO CHANGE BATTERY","2010-01-20 10:35:32","0"
"2240","2757","240","1","This worked nicely for one of my jobs.  I was able to turn the light on and off without using the old dimmer, which is not the case with this light.  The only thing I didn't like is that it came with two batteries and one battery","2020-02-11 21:29:45","2"
"4082","6498","8924","4","My son used this over Thanksgiving. It said it works very well and made carving easy.","2015-08-07 03:01:51","2"
